sample_id,true_label,predicted_label,confidence,prob_negative,prob_positive,entropy,dsa,lsa,is_correct
imdb_00000,0,0,0.8592829319211993,0.8592829319211993,0.1407170680788007,0.5861136717633202,0.41468507531128607,0.5529209177327202,1
imdb_00001,1,1,0.8184479981049274,0.1815520018950726,0.8184479981049274,0.6834605011856878,0.33932340052226967,0.9879257893724853,1
imdb_00002,0,0,0.9748123357124425,0.9748123357124425,0.025187664287557476,0.1696517727523928,0.20137268480631187,0.8424662549392654,1
imdb_00003,0,0,0.899685405502124,0.899685405502124,0.10031459449787605,0.46999204176369885,0.31740823171629107,0.7256030165888663,1
imdb_00004,0,0,0.8228526016271813,0.8228526016271813,0.17714739837281868,0.6737966831199025,0.49479074368207937,0.2560549219375536,1
imdb_00005,0,0,0.9500406714173909,0.9500406714173909,0.0499593285826091,0.2862241624674427,0.141838033150402,0.773580167155254,1
imdb_00006,0,0,0.839117229935437,0.839117229935437,0.16088277006456297,0.6364172442233356,0.4565337531253802,0.5229525739933897,1
imdb_00007,1,1,0.6526927096535022,0.34730729034649777,0.6526927096535022,0.9316402194819629,0.6363131818169766,0.4869275254634617,1
imdb_00008,1,1,0.6965938832700946,0.30340611672990536,0.6965938832700946,0.8854147442936012,1.0150325020206652,1.2724839127211556,1
imdb_00009,0,0,0.8109442397405241,0.8109442397405241,0.1890557602594759,0.6994919989519561,0.33643049025602956,0.5753152463143955,1
imdb_00010,0,0,0.712040146080309,0.712040146080309,0.28795985391969103,0.8660712523501726,0.6535461420925496,0.3859378492368867,1
imdb_00011,1,1,0.6213157162604516,0.37868428373954843,0.6213157162604516,0.9571074700032394,0.5344765804661559,0.5238738810302306,1
imdb_00012,0,1,0.5788728540017325,0.4211271459982675,0.5788728540017325,0.9819750044256432,1.163092358273034,1.6724110780760857,0
imdb_00013,1,1,0.8313554063436283,0.16864459365637174,0.8313554063436283,0.6545947707350173,0.538548252143664,1.3024054258716138,1
imdb_00014,1,1,0.8214693030899437,0.1785306969100563,0.8214693030899437,0.6768521851281488,0.6236790914344182,0.8107658362389453,1
imdb_00015,1,1,0.7876094605237058,0.21239053947629416,0.7876094605237058,0.7460273890553404,0.4400995111084819,0.8978422168127072,1
imdb_00016,0,0,0.8423590916837024,0.8423590916837024,0.15764090831629762,0.6286358684714146,0.06423152457180015,0.6530684777805842,1
imdb_00017,0,1,0.4970135137112106,0.5029864862887894,0.4970135137112106,0.9999742644747389,1.6552600177300285,2.5649558929902976,0
imdb_00018,1,1,0.7990657572825669,0.2009342427174331,0.7990657572825669,0.7237926496240412,1.2638413741834438,0.1731648877630746,1
imdb_00019,1,1,0.8347068256974456,0.1652931743025544,0.8347068256974456,0.6468234514044362,0.10779515845567642,0.7027029174432591,1
imdb_00020,1,1,0.5409868250889722,0.4590131749110278,0.5409868250889722,0.9951473324172264,0.25386026413358675,0.5138012871478559,1
imdb_00021,0,0,0.9504373110415684,0.9504373110415684,0.04956268895843163,0.2845363789298132,0.10007494947299733,0.766628697511045,1
imdb_00022,0,0,0.7439976171739076,0.7439976171739076,0.25600238282609245,0.8206537964354443,0.7306131660083244,0.8320894682281157,1
imdb_00023,0,1,0.5401494309773106,0.4598505690226894,0.5401494309773106,0.9953438064835527,2.1284875516336483,1.4771018360506472,0
imdb_00024,0,0,0.8566419667983376,0.8566419667983376,0.1433580332016624,0.5929660844873652,0.20953852364111883,1.1613111620809047,1
imdb_00025,1,1,0.8251194934820395,0.1748805065179605,0.8251194934820395,0.6687484518107827,0.410855951441679,0.348274138418484,1
imdb_00026,1,1,0.776402310868363,0.22359768913163702,0.776402310868363,0.766682578801982,0.5050525349074947,1.7342108867950463,1
imdb_00027,1,1,0.9237461640852896,0.07625383591471036,0.9237461640852896,0.38883979723406725,0.18935629644876714,0.9481404460069167,1
imdb_00028,1,1,0.7184230482413938,0.2815769517586062,0.7184230482413938,0.8575906297591486,0.7065916885759477,0.6297607517705042,1
imdb_00029,0,0,0.9365502664116839,0.9365502664116839,0.06344973358831607,0.34098951920813714,0.5875862225093369,0.20810061344761288,1
imdb_00030,0,0,0.7449351744573598,0.7449351744573598,0.2550648255426402,0.8192074320493018,0.5228846626557876,0.23348878258939282,1
imdb_00031,0,0,0.7634600615755895,0.7634600615755895,0.23653993842441046,0.7892388143351512,0.7271742625127593,0.9687377816391923,1
imdb_00032,1,1,0.7399944564896437,0.2600055435103563,0.7399944564896437,0.8267547373216471,0.7970926082484746,0.3419191242990145,1
imdb_00033,0,0,0.5084236303068026,0.5084236303068026,0.4915763696931974,0.9997952498212037,0.069445295721381,0.45145188378778295,1
imdb_00034,0,0,0.9247129887083673,0.9247129887083673,0.07528701129163273,0.3853509581207201,0.8120937865047669,0.6904778553587416,1
imdb_00035,0,0,0.9707163439066254,0.9707163439066254,0.029283656093374577,0.1907866088983751,0.5757457559806404,0.33544372859313776,1
imdb_00036,1,1,0.7533666034765611,0.24663339652343885,0.7533666034765611,0.8058984482977474,0.9158436895041233,0.45025294230960955,1
imdb_00037,0,1,0.6802948028780591,0.3197051971219409,0.6802948028780591,0.904060582109834,2.860009297068651,5.649794575355228,0
imdb_00038,1,1,0.7366250558175691,0.2633749441824309,0.7366250558175691,0.8317966235661873,0.2729502286566947,0.9231206660222693,1
imdb_00039,1,1,0.9379136422031489,0.06208635779685112,0.9379136422031489,0.33567190073329883,1.4361456438797886,0.1672853734403933,1
imdb_00040,1,1,0.9675690660438957,0.0324309339561043,0.9675690660438957,0.20644006998411446,0.2080612979834325,0.9349001972545351,1
imdb_00041,0,0,0.8659407203492075,0.8659407203492075,0.13405927965079245,0.5684665958223818,1.400143141616952,0.20998907524082316,1
imdb_00042,1,1,0.7400994019141717,0.2599005980858283,0.7400994019141717,0.826596336310998,0.6169142730615099,0.3940358284807838,1
imdb_00043,1,0,0.514461553341852,0.514461553341852,0.48553844665814805,0.9993964750938589,2.836555375645858,2.572283642011547,0
imdb_00044,1,1,0.8428165508123118,0.15718344918768823,0.8428165508123118,0.6275286891137024,0.4919484565390583,0.729108229567289,1
imdb_00045,0,0,0.8674116145780711,0.8674116145780711,0.13258838542192886,0.564494349641139,0.8926536697506663,1.1811791314698052,1
imdb_00046,0,0,0.8752000022034242,0.8752000022034242,0.1247999977965758,0.5430027018072456,0.6363506526079917,0.6016940826456394,1
imdb_00047,0,0,0.4797922714477751,0.47979227144777514,0.5202077285522249,0.9988214230826495,1.096025018402712,1.1647371713807535,1
imdb_00048,0,0,0.909885542299016,0.909885542299016,0.09011445770098403,0.43685174631929663,0.9807281728659608,0.5935735162811352,1
imdb_00049,1,1,0.8950601756023749,0.10493982439762506,0.8950601756023749,0.4844616788670847,0.601002525493496,0.43765282504809805,1
imdb_00050,1,1,0.7642921726770714,0.2357078273229286,0.7642921726770714,0.7878293883875924,0.12271964252817258,0.17198763144324825,1
imdb_00051,1,1,0.8060800761205874,0.1939199238794126,0.8060800761205874,0.7095999901499033,0.9111578738658861,0.5874385265340013,1
imdb_00052,0,0,0.8521705846944331,0.8521705846944331,0.14782941530556692,0.6043816532434543,0.6356923589215955,0.32423182349068985,1
imdb_00053,0,0,0.7668223107571569,0.7668223107571569,0.2331776892428431,0.783509732013469,0.591909242469781,0.6731905198570332,1
imdb_00054,1,1,0.7635077362261078,0.2364922637738922,0.7635077362261078,0.7891582127422294,1.883459759063685,0.34373473334086757,1
imdb_00055,1,1,0.9493213237766873,0.05067867622331268,0.9493213237766873,0.28927295919460766,0.046054048583694294,0.43035600378126343,1
imdb_00056,1,1,0.6134718346008601,0.3865281653991399,0.6134718346008601,0.9625224635533791,0.2265192505056446,0.954323238241114,1
imdb_00057,0,1,0.4387366090302395,0.5612633909697605,0.4387366090302395,0.9891432839865932,3.210274900621678,1.703784817799225,0
imdb_00058,1,0,0.7735213906070458,0.7735213906070458,0.22647860939295417,0.7718220389104036,3.2921587759374,2.2060300532567605,0
imdb_00059,0,0,0.8714198108982257,0.8714198108982257,0.12858018910177427,0.5535314508523291,0.7821025624429688,0.7307365122265239,1
imdb_00060,0,1,0.8422732222385052,0.1577267777614948,0.8422732222385052,0.628843443000946,3.348863386506959,4.506665086342292,0
imdb_00061,1,1,0.5714232784846275,0.4285767215153725,0.5714232784846275,0.9852303324334117,1.5345124969233437,1.0585567366131985,1
imdb_00062,0,0,0.7788217440576273,0.7788217440576273,0.22117825594237273,0.7623131349589831,0.08133891027110797,0.5369985275783786,1
imdb_00063,0,0,0.6729535030506638,0.6729535030506638,0.3270464969493362,0.911880289887832,0.13333317549430576,0.11719562879263122,1
imdb_00064,0,0,0.9780205238033892,0.9780205238033892,0.02197947619661078,0.15241496147770417,0.4662721032690055,0.8744618067883745,1
imdb_00065,1,1,0.7711422468984617,0.22885775310153833,0.7711422468984617,0.7760147898972628,0.968654302864916,0.4286216308004342,1
imdb_00066,1,0,0.5508677812789112,0.5508677812789112,0.44913221872108877,0.9925210302446412,1.0100554593999425,5.317341388679898,0
imdb_00067,1,1,0.8944065458222911,0.10559345417770893,0.8944065458222911,0.48647970316263456,0.5875371274684981,0.610326792322005,1
imdb_00068,0,1,0.654981619404328,0.345018380595672,0.654981619404328,0.929540184998427,1.3354440441079956,0.877969239555461,0
imdb_00069,0,0,0.8273182962165933,0.8273182962165933,0.17268170378340675,0.6638027683261869,0.630493847003694,0.6027680084004191,1
imdb_00070,1,1,0.8595135558599217,0.14048644414007827,0.8595135558599217,0.5855113483691019,0.12668328717850474,0.38541685575785345,1
imdb_00071,0,0,0.5056955758271943,0.5056955758271943,0.49430442417280573,0.9999063968331672,0.9250845007757315,0.7074229174273889,1
imdb_00072,1,0,0.6249989171963783,0.6249989171963783,0.37500108280362165,0.9544348006218317,1.6570693700664518,3.4448780349693986,0
imdb_00073,0,0,0.9704259022882569,0.9704259022882569,0.02957409771174313,0.19225146148109293,0.7512661157928138,0.3839602393267405,1
imdb_00074,1,0,0.5730822997138687,0.5730822997138687,0.4269177002861313,0.9845337184764711,1.1472900964620105,1.9367304992812338,0
imdb_00075,0,0,0.8406013216211312,0.8406013216211312,0.15939867837886879,0.6328690594868269,0.853333140717416,0.7192884833828779,1
imdb_00076,1,0,0.7731811605353192,0.7731811605353192,0.22681883946468084,0.772424472714718,2.4357004201860466,0.8098428781326992,0
imdb_00077,1,1,0.7475349602605027,0.2524650397394973,0.7475349602605027,0.815161793524023,0.0930834166477088,0.38353374656083616,1
imdb_00078,1,1,0.7006113394360783,0.29938866056392166,0.7006113394360783,0.8805423179712298,0.3081987580841868,0.9793885759252202,1
imdb_00079,0,0,0.8305412140275712,0.8305412140275712,0.1694587859724288,0.656465211188886,0.42541155657825297,0.8772788255021443,1
imdb_00080,0,0,0.7743872503685104,0.7743872503685104,0.22561274963148958,0.7702845881139684,0.44209753420040354,0.8566422324160716,1
imdb_00081,0,0,0.7469716014287713,0.7469716014287713,0.2530283985712287,0.8160428333448775,0.35403406254526115,1.2252806290913956,1
imdb_00082,0,0,0.9745958457335323,0.9745958457335323,0.025404154266467693,0.17079224037992616,0.20237654147266768,0.6762231800421086,1
imdb_00083,0,0,0.8168917655436521,0.8168917655436521,0.18310823445634794,0.6868296976358241,0.039500904581559186,0.15752895284284962,1
imdb_00084,0,1,0.6912758197599979,0.30872418024000214,0.6912758197599979,0.8916952500293847,4.9799231183943755,1.7133120944280782,0
imdb_00085,0,0,0.7590244254746095,0.7590244254746095,0.24097557452539053,0.796658864958391,0.3368817733274952,1.3587988731822147,1
imdb_00086,1,1,0.8252957384880197,0.17470426151198026,0.8252957384880197,0.668353818997327,0.20865441104532656,1.1389559709777144,1
imdb_00087,0,0,0.7044855738777498,0.7044855738777498,0.2955144261222502,0.8757384553912495,1.6360124668706975,0.10540605825145669,1
imdb_00088,1,1,0.8597816344301037,0.1402183655698963,0.8597816344301037,0.5848104055323762,0.17850217635641177,0.7247685483454718,1
imdb_00089,1,1,0.9214484332910367,0.07855156670896335,0.9214484332910367,0.3970548692018736,0.7057291179676926,1.874222938018043,1
imdb_00090,0,0,0.9020920071809698,0.9020920071809698,0.09790799281903018,0.4623287901910275,0.4528480409570927,0.6958589088109259,1
imdb_00091,1,1,0.883112939748047,0.11688706025195295,0.883112939748047,0.5203461203163475,0.3522229123465838,0.2687016347598484,1
imdb_00092,1,1,0.8884235826238206,0.1115764173761794,0.8884235826238206,0.5046526738983613,0.14744621450914586,0.541398547902937,1
imdb_00093,0,0,0.7250305689057984,0.7250305689057984,0.2749694310942016,0.8485054225009445,1.6123632356191784,1.4340496152190019,1
imdb_00094,0,0,0.47474023360502027,0.47474023360502027,0.5252597663949797,0.9981581759146536,0.5232876704917782,0.7742780654298831,1
imdb_00095,1,1,0.8174162605122207,0.18258373948777928,0.8174162605122207,0.6856967992441562,0.3176823557484253,0.5434752199470905,1
imdb_00096,0,0,0.7664636999282008,0.7664636999282008,0.23353630007179915,0.7841251140580824,0.05015983320948206,0.17197760327811012,1
imdb_00097,0,0,0.6415102847365672,0.6415102847365672,0.35848971526343276,0.9414223936410864,1.1718509216155422,1.1130910470641586,1
imdb_00098,0,0,0.8211782947327776,0.8211782947327776,0.1788217052672224,0.6774925792155091,0.7144913876894233,0.5501047207746278,1
imdb_00099,1,1,0.8430423657009806,0.15695763429901943,0.8430423657009806,0.6269813139611677,1.0968218438690795,1.0222395750189308,1
imdb_00100,0,0,0.7630687220534084,0.7630687220534084,0.23693127794659163,0.7898997501247359,0.1551195243063694,0.43152654438040444,1
imdb_00101,0,0,0.9684744668469131,0.9684744668469131,0.031525533153086926,0.20198556551056215,0.7733469079278928,0.06593224251005968,1
imdb_00102,0,1,0.8354969506851797,0.1645030493148203,0.8354969506851797,0.6449742597330822,2.242643616408277,2.3338644646737228,0
imdb_00103,0,0,0.7942002133162785,0.7942002133162785,0.20579978668372145,0.7333770982629577,0.08707454355013661,0.7588511105012619,1
imdb_00104,1,1,0.8709200279388827,0.12907997206111732,0.8709200279388827,0.5549095951343053,0.25508198019114153,0.7730009707935386,1
imdb_00105,1,0,0.4770134623683857,0.4770134623683857,0.5229865376316143,0.9984748771721145,2.3240565136947606,2.5074607850131825,0
imdb_00106,0,0,0.9780403352985493,0.9780403352985493,0.02195966470145072,0.15230646777023657,0.15012217233510539,0.9713059374876732,1
imdb_00107,1,1,0.8541252898934707,0.1458747101065293,0.8541252898934707,0.5994197460341221,0.12911674772919135,0.2790402483966621,1
imdb_00108,1,1,0.8212213306801999,0.17877866931980013,0.8212213306801999,0.6773979265959649,0.5750575114116373,0.4114008897252707,1
imdb_00109,1,1,0.6878823847099134,0.31211761529008664,0.6878823847099134,0.8956027772480379,0.2741142061582159,0.6487614222680409,1
imdb_00110,1,1,0.8323377039282357,0.1676622960717643,0.8323377039282357,0.6523290610211961,0.31226291805480105,1.0420799243062915,1
imdb_00111,0,0,0.7222580941662287,0.7222580941662287,0.27774190583377134,0.8523557238421988,0.7809665337410459,0.8829040481930648,1
